@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute processing-1 numeric
@attribute processing-2 numeric
@attribute processing-3 numeric
@attribute processing-4 numeric
@attribute processing-5 numeric
@attribute processing-6 numeric
@attribute processing-7 numeric

@data
274,'2019/12/17 17:03:07:214',4,88,30,48,931,940,1,2,?,0,?,?,?,?,?
275,'2019/12/17 17:03:07:316',4,92,30,48,931,940,1,2,?,0,?,?,?,?,?
276,'2019/12/17 17:03:07:418',4,93,30,50,931,940,1,2,?,0,?,?,?,?,?
277,'2019/12/17 17:03:07:519',4,96,30,50,931,940,1,2,?,0,?,?,?,?,?
278,'2019/12/17 17:03:07:621',4,96,30,50,931,940,2,2,?,0,?,?,?,?,?
279,'2019/12/17 17:03:27:484',5,89,988,51,936,938,1,2,?,1,?,?,?,?,?
280,'2019/12/17 17:03:27:586',5,89,902,53,936,938,1,2,?,1,?,?,?,?,?
281,'2019/12/17 17:03:27:687',5,88,859,60,936,937,1,2,?,1,?,?,?,?,?
282,'2019/12/17 17:03:27:789',5,88,793,60,936,938,1,2,?,1,?,?,?,?,?
283,'2019/12/17 17:03:27:889',5,88,765,59,936,938,1,2,?,1,?,?,?,?,?
284,'2019/12/17 17:03:27:990',5,87,761,60,936,938,2,2,?,1,?,?,?,?,?
285,'2019/12/17 17:03:28:091',5,87,702,59,936,938,1,2,?,1,?,?,?,?,?
286,'2019/12/17 17:03:28:193',5,87,808,52,936,938,1,2,?,1,?,?,?,?,?
287,'2019/12/17 17:03:28:295',5,87,857,50,936,938,1,2,?,1,?,?,?,?,?
288,'2019/12/17 17:03:28:396',5,87,952,49,936,938,1,2,?,1,?,?,?,?,?
289,'2019/12/17 17:03:28:498',5,89,1049,49,937,938,1,2,?,1,?,?,?,?,?
290,'2019/12/17 17:03:28:599',5,89,1058,49,937,938,2,2,?,1,?,?,?,?,?
291,'2019/12/17 17:03:28:701',5,92,1065,49,937,938,2,2,?,1,?,?,?,?,?
292,'2019/12/17 17:03:28:802',5,91,1074,49,937,938,1,2,?,1,?,?,?,?,?
293,'2019/12/17 17:03:28:904',5,91,1074,49,937,938,1,2,?,1,?,?,?,?,?
294,'2019/12/17 17:03:29:005',5,91,1077,49,936,938,1,2,?,1,?,?,?,?,?
295,'2019/12/17 17:03:29:107',5,95,1059,48,936,938,1,2,?,1,?,?,?,?,?
296,'2019/12/17 17:03:29:208',5,95,1005,49,936,938,1,2,?,1,?,?,?,?,?
297,'2019/12/17 17:03:29:310',5,94,962,49,936,938,2,2,?,1,?,?,?,?,?
298,'2019/12/17 17:03:29:412',5,94,878,49,936,938,2,2,?,1,?,?,?,?,?
299,'2019/12/17 17:03:29:513',5,93,787,94,935,937,2,2,?,1,?,?,?,?,?
300,'2019/12/17 17:03:29:613',5,90,741,99,935,937,1,2,?,1,?,?,?,?,?
301,'2019/12/17 17:03:29:715',5,93,717,100,935,938,1,2,?,1,?,?,?,?,?
302,'2019/12/17 17:03:29:816',5,93,709,100,935,937,1,2,?,1,?,?,?,?,?
303,'2019/12/17 17:03:29:918',5,95,768,101,935,937,1,2,?,1,?,?,?,?,?
304,'2019/12/17 17:03:30:020',5,100,764,78,936,937,1,2,?,1,?,?,?,?,?
305,'2019/12/17 17:03:30:122',5,100,804,58,936,937,2,2,?,1,?,?,?,?,?
306,'2019/12/17 17:03:30:222',5,101,779,52,935,937,2,2,?,1,?,?,?,?,?
307,'2019/12/17 17:03:30:323',5,101,807,52,935,937,2,2,?,1,?,?,?,?,?
308,'2019/12/17 17:03:30:425',5,102,779,52,935,937,2,2,?,1,?,?,?,?,?
309,'2019/12/17 17:03:30:526',5,99,888,52,935,937,2,2,?,1,?,?,?,?,?
310,'2019/12/17 17:03:30:628',5,100,902,51,935,937,1,2,?,1,?,?,?,?,?
311,'2019/12/17 17:03:30:729',5,103,956,51,935,937,1,2,?,1,?,?,?,?,?
312,'2019/12/17 17:03:30:830',5,106,979,50,935,937,1,2,?,1,?,?,?,?,?
313,'2019/12/17 17:03:30:930',5,105,996,49,935,937,1,2,?,1,?,?,?,?,?
314,'2019/12/17 17:03:31:032',5,106,884,49,935,937,2,2,?,1,?,?,?,?,?
315,'2019/12/17 17:03:31:133',5,108,871,49,935,937,1,2,?,1,?,?,?,?,?
316,'2019/12/17 17:03:31:235',5,107,873,49,935,937,1,2,?,1,?,?,?,?,?
317,'2019/12/17 17:03:31:337',5,103,826,49,935,937,1,2,?,1,?,?,?,?,?
318,'2019/12/17 17:03:31:438',5,102,784,49,935,937,1,2,?,1,?,?,?,?,?
319,'2019/12/17 17:03:31:540',5,104,796,50,934,937,1,2,?,1,?,?,?,?,?
320,'2019/12/17 17:03:31:642',5,105,796,50,934,937,1,2,?,1,?,?,?,?,?
321,'2019/12/17 17:03:31:744',5,108,745,50,934,937,1,2,?,1,?,?,?,?,?
322,'2019/12/17 17:03:31:845',5,111,778,121,934,937,1,2,?,1,?,?,?,?,?
323,'2019/12/17 17:03:31:946',5,113,770,124,934,937,1,2,?,1,?,?,?,?,?
324,'2019/12/17 17:03:32:047',5,110,792,124,934,936,1,2,?,1,?,?,?,?,?
325,'2019/12/17 17:03:32:148',5,106,761,126,933,936,1,2,?,1,?,?,?,?,?
326,'2019/12/17 17:03:32:250',5,101,786,127,933,936,1,2,?,1,?,?,?,?,?
327,'2019/12/17 17:03:32:352',5,97,770,93,934,936,1,2,?,1,?,?,?,?,?
328,'2019/12/17 17:03:32:453',5,93,821,76,934,937,1,2,?,1,?,?,?,?,?
329,'2019/12/17 17:03:32:554',5,92,810,71,934,937,1,2,?,1,?,?,?,?,?
330,'2019/12/17 17:03:32:656',5,90,796,69,935,937,2,1,?,1,?,?,?,?,?
331,'2019/12/17 17:03:32:757',5,90,794,64,935,937,1,2,?,1,?,?,?,?,?
332,'2019/12/17 17:03:32:859',5,92,777,57,936,937,1,2,?,1,?,?,?,?,?
333,'2019/12/17 17:03:32:960',5,94,813,54,936,937,1,2,?,1,?,?,?,?,?
334,'2019/12/17 17:03:33:062',5,94,850,53,936,937,1,2,?,1,?,?,?,?,?
335,'2019/12/17 17:03:33:163',5,95,875,52,936,937,1,2,?,1,?,?,?,?,?
336,'2019/12/17 17:03:33:264',5,93,810,51,936,937,2,2,?,1,?,?,?,?,?
337,'2019/12/17 17:03:33:365',5,93,844,52,936,937,2,2,?,1,?,?,?,?,?
338,'2019/12/17 17:03:33:467',5,91,834,51,936,937,1,2,?,1,?,?,?,?,?
339,'2019/12/17 17:04:36:119',6,102,249,176,925,930,2,4,?,0.09,?,?,?,?,?
340,'2019/12/17 17:04:36:220',6,105,212,175,925,930,2,3,?,0.09,?,?,?,?,?
341,'2019/12/17 17:04:36:322',6,106,214,174,925,930,2,4,?,0.09,?,?,?,?,?
342,'2019/12/17 17:04:36:423',6,106,207,169,925,930,1,4,?,0.09,?,?,?,?,?
343,'2019/12/17 17:04:36:524',6,107,185,162,925,930,1,4,?,0.09,?,?,?,?,?
344,'2019/12/17 17:04:36:625',6,107,170,157,925,930,1,4,?,0.09,?,?,?,?,?
345,'2019/12/17 17:04:36:725',6,103,167,152,925,930,1,4,?,0.09,?,?,?,?,?
346,'2019/12/17 17:04:36:827',6,104,172,147,926,930,1,3,?,0.09,?,?,?,?,?
347,'2019/12/17 17:04:36:929',6,105,165,149,926,930,1,4,?,0.09,?,?,?,?,?
348,'2019/12/17 17:04:37:031',6,104,168,162,926,930,1,3,?,0.09,?,?,?,?,?
349,'2019/12/17 17:04:37:133',6,105,153,170,926,930,1,3,?,0.09,?,?,?,?,?
350,'2019/12/17 17:04:37:235',6,106,143,170,926,930,1,3,?,0.09,?,?,?,?,?
351,'2019/12/17 17:04:37:336',6,108,140,178,927,930,1,4,?,0.09,?,?,?,?,?
352,'2019/12/17 17:04:37:438',6,110,145,184,927,930,1,3,?,0.09,?,?,?,?,?
353,'2019/12/17 17:04:37:540',6,112,139,170,927,930,1,3,?,0.09,?,?,?,?,?
354,'2019/12/17 17:04:37:642',6,112,151,166,928,930,1,4,?,0.09,?,?,?,?,?
355,'2019/12/17 17:04:37:744',6,113,156,165,928,930,1,4,?,0.09,?,?,?,?,?
356,'2019/12/17 17:04:37:845',6,111,146,156,928,930,1,4,?,0.09,?,?,?,?,?
357,'2019/12/17 17:04:37:947',6,110,148,153,929,930,1,4,?,0.09,?,?,?,?,?
358,'2019/12/17 17:04:38:049',6,110,140,164,929,930,1,4,?,0.09,?,?,?,?,?
359,'2019/12/17 17:04:38:151',6,110,152,169,929,930,1,4,?,0.09,?,?,?,?,?
360,'2019/12/17 17:04:38:252',6,108,150,168,930,930,1,4,?,0.09,?,?,?,?,?
361,'2019/12/17 17:04:38:354',6,107,165,170,930,930,1,3,?,0.09,?,?,?,?,?
362,'2019/12/17 17:04:38:455',6,107,168,173,930,930,1,3,?,0.09,?,?,?,?,?
363,'2019/12/17 17:04:38:557',6,105,177,169,930,930,1,3,?,0.09,?,?,?,?,?
364,'2019/12/17 17:04:38:658',6,103,185,170,930,930,1,3,?,0.09,?,?,?,?,?
365,'2019/12/17 17:04:38:760',6,102,189,181,930,930,1,3,?,0.09,?,?,?,?,?
366,'2019/12/17 17:04:38:860',6,102,184,180,930,930,1,3,?,0.09,?,?,?,?,?
367,'2019/12/17 17:04:38:961',6,104,175,183,930,930,1,3,?,0.09,?,?,?,?,?
368,'2019/12/17 17:04:39:062',6,105,182,181,930,930,1,3,?,0.09,?,?,?,?,?
369,'2019/12/17 17:04:39:162',6,106,183,174,930,930,2,3,?,0.09,?,?,?,?,?
370,'2019/12/17 17:04:39:263',6,106,183,174,930,930,2,3,?,0.09,?,?,?,?,?
371,'2019/12/17 17:04:39:364',6,105,183,167,929,930,1,3,?,0.09,?,?,?,?,?
372,'2019/12/17 17:04:39:466',6,104,176,170,929,930,2,3,?,0.09,?,?,?,?,?
373,'2019/12/17 17:04:39:568',6,102,169,176,930,930,1,4,?,0.09,?,?,?,?,?
374,'2019/12/17 17:04:39:670',6,102,171,174,930,930,1,3,?,0.09,?,?,?,?,?
375,'2019/12/17 17:04:39:770',6,103,162,173,930,930,1,4,?,0.09,?,?,?,?,?
376,'2019/12/17 17:04:39:872',6,104,170,180,930,930,1,3,?,0.09,?,?,?,?,?
377,'2019/12/17 17:04:39:974',6,104,174,175,930,930,1,3,?,0.09,?,?,?,?,?
378,'2019/12/17 17:04:40:076',6,104,173,167,930,930,1,3,?,0.09,?,?,?,?,?
379,'2019/12/17 17:04:40:178',6,103,175,163,931,930,1,3,?,0.09,?,?,?,?,?
380,'2019/12/17 17:04:40:280',6,102,191,159,931,930,1,3,?,0.09,?,?,?,?,?
381,'2019/12/17 17:04:40:381',6,102,181,151,931,930,2,3,?,0.09,?,?,?,?,?
382,'2019/12/17 17:04:40:483',6,101,166,144,931,930,2,3,?,0.09,?,?,?,?,?
383,'2019/12/17 17:04:40:584',6,101,159,144,931,930,1,3,?,0.09,?,?,?,?,?
384,'2019/12/17 17:04:40:685',6,101,151,146,931,930,2,3,?,0.09,?,?,?,?,?
385,'2019/12/17 17:04:40:787',6,102,138,142,931,930,1,4,?,0.09,?,?,?,?,?
386,'2019/12/17 17:04:40:888',6,102,149,146,931,930,1,4,?,0.09,?,?,?,?,?
387,'2019/12/17 17:04:40:990',6,102,159,154,931,930,1,4,?,0.09,?,?,?,?,?
388,'2019/12/17 17:04:41:092',6,104,164,156,931,930,1,4,?,0.09,?,?,?,?,?
389,'2019/12/17 17:04:41:193',6,104,163,152,931,930,1,3,?,0.09,?,?,?,?,?
390,'2019/12/17 17:04:41:294',6,106,188,162,932,930,2,4,?,0.09,?,?,?,?,?
391,'2019/12/17 17:04:41:396',6,106,192,162,932,930,2,4,?,0.09,?,?,?,?,?
392,'2019/12/17 17:04:41:498',6,105,199,158,932,930,1,3,?,0.09,?,?,?,?,?
393,'2019/12/17 17:04:41:600',6,102,191,164,932,930,1,4,?,0.09,?,?,?,?,?
394,'2019/12/17 17:04:41:701',6,103,188,168,932,930,1,3,?,0.09,?,?,?,?,?
395,'2019/12/17 17:04:41:803',6,102,209,171,931,930,1,3,?,0.09,?,?,?,?,?
396,'2019/12/17 17:04:41:904',6,99,239,172,932,930,1,3,?,0.09,?,?,?,?,?
397,'2019/12/17 17:04:42:006',6,101,235,175,932,930,1,3,?,0.09,?,?,?,?,?
398,'2019/12/17 17:04:42:106',6,103,243,193,932,930,2,3,?,0.09,?,?,?,?,?
399,'2019/12/17 17:04:42:207',6,103,245,188,932,930,2,3,?,0.09,?,?,?,?,?
400,'2019/12/17 17:04:42:309',6,104,215,188,931,930,2,3,?,0.09,?,?,?,?,?
401,'2019/12/17 17:04:42:410',6,105,189,191,931,930,2,3,?,0.09,?,?,?,?,?
402,'2019/12/17 17:11:36:861',7,96,30,49,936,937,1,3,?,?,?,?,?,?,?
403,'2019/12/17 17:11:36:963',7,96,30,49,936,937,1,3,?,?,?,?,?,?,?
404,'2019/12/17 17:11:37:065',7,95,30,49,936,937,1,3,?,?,?,?,?,?,?
405,'2019/12/17 17:11:37:166',7,94,30,49,936,937,1,3,?,?,?,?,?,?,?
406,'2019/12/17 17:11:37:268',7,94,30,50,936,937,1,3,?,?,?,?,?,?,?
407,'2019/12/17 17:11:37:370',7,91,30,50,936,937,1,3,?,?,?,?,?,?,?
408,'2019/12/17 17:11:37:472',7,93,30,50,936,937,1,4,?,?,?,?,?,?,?
409,'2019/12/17 17:11:37:573',7,92,30,50,936,937,2,3,?,?,?,?,?,?,?
410,'2019/12/17 17:11:37:675',7,93,30,49,936,937,1,4,?,?,?,?,?,?,?
411,'2019/12/17 17:11:37:777',7,96,30,49,936,937,1,3,?,?,?,?,?,?,?
412,'2019/12/17 17:11:37:879',7,96,30,49,936,937,2,3,?,?,?,?,?,?,?
413,'2019/12/17 17:11:37:980',7,95,30,49,936,937,2,3,?,?,?,?,?,?,?
414,'2019/12/17 17:11:38:082',7,94,30,49,936,937,1,3,?,?,?,?,?,?,?
415,'2019/12/17 17:11:38:183',7,93,30,49,936,937,2,3,?,?,?,?,?,?,?
416,'2019/12/17 17:11:38:284',7,97,30,49,936,937,2,3,?,?,?,?,?,?,?
417,'2019/12/17 17:11:38:385',7,96,30,49,936,937,1,3,?,?,?,?,?,?,?
418,'2019/12/17 17:11:38:487',7,96,30,48,936,937,1,4,?,?,?,?,?,?,?
419,'2019/12/17 17:11:38:589',7,96,30,48,936,937,1,4,?,?,?,?,?,?,?
420,'2019/12/17 17:11:38:690',7,96,30,49,936,937,1,4,?,?,?,?,?,?,?
421,'2019/12/17 17:11:38:792',7,91,30,49,936,937,1,3,?,?,?,?,?,?,?
422,'2019/12/17 17:11:38:894',7,87,30,48,936,937,1,3,?,?,?,?,?,?,?
423,'2019/12/17 17:11:38:996',7,86,30,49,936,937,1,3,?,?,?,?,?,?,?
424,'2019/12/17 17:11:39:097',7,88,30,49,936,937,1,3,?,?,?,?,?,?,?
425,'2019/12/17 17:11:39:199',7,88,30,49,936,937,1,3,?,?,?,?,?,?,?
426,'2019/12/17 17:11:39:301',7,95,30,49,936,937,1,3,?,?,?,?,?,?,?
427,'2019/12/17 17:11:39:402',7,106,30,50,936,937,1,4,?,?,?,?,?,?,?
428,'2019/12/17 17:11:39:504',7,116,30,49,936,937,1,3,?,?,?,?,?,?,?
429,'2019/12/17 17:11:39:606',7,123,30,49,936,937,1,3,?,?,?,?,?,?,?
430,'2019/12/17 17:11:39:707',7,130,30,48,936,937,2,3,?,?,?,?,?,?,?
431,'2019/12/17 17:11:39:809',7,128,30,48,936,937,2,4,?,?,?,?,?,?,?
432,'2019/12/17 17:11:39:910',7,121,30,48,936,937,2,4,?,?,?,?,?,?,?
433,'2019/12/17 17:11:40:012',7,112,30,48,936,937,2,4,?,?,?,?,?,?,?
434,'2019/12/17 17:11:40:114',7,104,30,48,936,937,1,4,?,?,?,?,?,?,?
435,'2019/12/17 17:11:40:215',7,98,30,50,936,937,1,3,?,?,?,?,?,?,?
436,'2019/12/17 17:11:40:317',7,95,30,50,935,937,1,3,?,?,?,?,?,?,?
437,'2019/12/17 17:11:40:419',7,93,30,50,935,937,1,3,?,?,?,?,?,?,?
438,'2019/12/17 17:11:40:520',7,93,30,50,935,937,1,3,?,?,?,?,?,?,?
439,'2019/12/17 17:11:40:621',7,94,30,50,935,937,1,3,?,?,?,?,?,?,?
440,'2019/12/17 17:11:40:723',7,95,30,50,935,937,1,3,?,?,?,?,?,?,?
441,'2019/12/17 17:11:40:824',7,94,30,49,935,937,1,3,?,?,?,?,?,?,?
442,'2019/12/17 17:11:40:926',7,95,30,50,935,937,1,3,?,?,?,?,?,?,?
443,'2019/12/17 17:11:41:027',7,94,30,49,935,937,1,3,?,?,?,?,?,?,?
444,'2019/12/17 17:11:41:129',7,96,30,48,935,937,1,4,?,?,?,?,?,?,?
445,'2019/12/17 17:11:41:231',7,99,30,48,935,937,2,3,?,?,?,?,?,?,?
446,'2019/12/17 17:11:41:333',7,100,30,48,935,937,2,3,?,?,?,?,?,?,?
447,'2019/12/17 17:11:41:434',7,103,30,48,935,937,2,3,?,?,?,?,?,?,?
448,'2019/12/17 17:11:41:536',7,102,30,49,935,936,2,3,?,?,?,?,?,?,?
449,'2019/12/17 17:11:41:638',7,102,30,48,935,936,2,3,?,?,?,?,?,?,?
450,'2019/12/17 17:11:41:739',7,101,30,48,935,936,1,3,?,?,?,?,?,?,?
451,'2019/12/17 17:11:41:840',7,111,30,48,935,936,1,3,?,?,?,?,?,?,?
452,'2019/12/17 17:11:41:942',7,124,30,48,935,936,1,4,?,?,?,?,?,?,?
453,'2019/12/17 17:11:42:044',7,131,30,48,935,936,1,3,?,?,?,?,?,?,?
454,'2019/12/17 17:11:42:145',7,131,30,48,934,937,1,3,?,?,?,?,?,?,?
455,'2019/12/17 17:11:42:247',7,131,30,48,934,937,1,3,?,?,?,?,?,?,?
456,'2019/12/17 17:11:42:349',7,130,30,49,933,937,1,3,?,?,?,?,?,?,?
457,'2019/12/17 17:11:42:451',7,120,30,49,931,937,2,3,?,?,?,?,?,?,?
458,'2019/12/17 17:11:42:552',7,116,30,49,929,937,1,3,?,?,?,?,?,?,?
459,'2019/12/17 17:18:06:418',8,82,183,51,936,931,1,798,?,?,?,?,?,?,?
460,'2019/12/17 17:18:06:520',8,84,170,51,936,931,1,801,?,?,?,?,?,?,?
461,'2019/12/17 17:18:06:621',8,88,165,51,936,931,1,801,?,?,?,?,?,?,?
462,'2019/12/17 17:18:06:723',8,93,166,53,936,931,1,800,?,?,?,?,?,?,?
463,'2019/12/17 17:18:06:825',8,100,167,55,936,931,1,797,?,?,?,?,?,?,?
464,'2019/12/17 17:18:06:926',8,106,164,55,936,931,1,793,?,?,?,?,?,?,?
465,'2019/12/17 17:18:07:028',8,107,146,54,936,931,2,788,?,?,?,?,?,?,?
466,'2019/12/17 17:18:07:129',8,107,135,53,936,931,2,785,?,?,?,?,?,?,?
467,'2019/12/17 17:18:07:231',8,106,120,51,936,931,1,782,?,?,?,?,?,?,?
468,'2019/12/17 17:18:07:332',8,104,108,51,936,931,2,780,?,?,?,?,?,?,?
469,'2019/12/17 17:18:07:434',8,100,102,51,936,931,2,779,?,?,?,?,?,?,?
470,'2019/12/17 17:18:07:535',8,96,101,51,936,931,1,780,?,?,?,?,?,?,?
471,'2019/12/17 17:18:07:637',8,93,102,51,936,932,1,781,?,?,?,?,?,?,?
472,'2019/12/17 17:18:07:739',8,90,101,50,936,931,1,783,?,?,?,?,?,?,?
473,'2019/12/17 17:18:07:841',8,88,99,49,936,931,1,784,?,?,?,?,?,?,?
474,'2019/12/17 17:18:07:942',8,86,92,49,936,931,1,785,?,?,?,?,?,?,?
475,'2019/12/17 17:18:08:044',8,84,93,50,935,931,2,785,?,?,?,?,?,?,?
476,'2019/12/17 17:18:08:145',8,83,96,50,935,931,2,785,?,?,?,?,?,?,?
477,'2019/12/17 17:18:08:246',8,82,95,50,935,931,2,783,?,?,?,?,?,?,?
478,'2019/12/17 17:18:08:348',8,85,97,50,935,931,2,784,?,?,?,?,?,?,?
479,'2019/12/17 17:18:08:450',8,86,101,50,935,931,1,782,?,?,?,?,?,?,?
480,'2019/12/17 17:18:08:551',8,88,95,49,935,931,2,778,?,?,?,?,?,?,?
481,'2019/12/17 17:18:08:653',8,89,87,49,935,931,2,777,?,?,?,?,?,?,?
482,'2019/12/17 17:18:08:755',8,86,92,52,935,932,2,777,?,?,?,?,?,?,?
483,'2019/12/17 17:18:08:856',8,82,88,51,934,932,1,777,?,?,?,?,?,?,?
484,'2019/12/17 17:18:08:957',8,82,89,51,934,932,1,780,?,?,?,?,?,?,?
485,'2019/12/17 17:18:09:059',8,94,89,51,934,931,1,783,?,?,?,?,?,?,?
486,'2019/12/17 17:18:09:161',8,110,97,52,935,932,1,784,?,?,?,?,?,?,?
487,'2019/12/17 17:18:09:262',8,133,98,50,934,932,1,785,?,?,?,?,?,?,?
488,'2019/12/17 17:18:09:364',8,177,102,50,935,931,1,786,?,?,?,?,?,?,?
489,'2019/12/17 17:18:09:466',8,200,98,51,935,932,1,786,?,?,?,?,?,?,?
490,'2019/12/17 17:18:09:568',8,217,96,51,935,932,1,787,?,?,?,?,?,?,?
491,'2019/12/17 17:18:09:669',8,229,93,51,935,932,1,789,?,?,?,?,?,?,?
492,'2019/12/17 17:18:09:770',8,231,87,51,935,932,1,789,?,?,?,?,?,?,?
493,'2019/12/17 17:18:09:872',8,225,88,50,935,932,1,790,?,?,?,?,?,?,?
494,'2019/12/17 17:18:09:973',8,212,91,49,935,932,1,790,?,?,?,?,?,?,?
495,'2019/12/17 17:18:10:075',8,195,94,49,935,932,1,790,?,?,?,?,?,?,?
496,'2019/12/17 17:18:10:177',8,163,94,49,935,932,1,790,?,?,?,?,?,?,?
497,'2019/12/17 17:18:10:279',8,140,96,50,935,932,1,790,?,?,?,?,?,?,?
498,'2019/12/17 17:18:10:380',8,121,94,49,935,932,1,791,?,?,?,?,?,?,?
499,'2019/12/17 17:18:10:482',8,108,93,49,935,932,1,792,?,?,?,?,?,?,?
500,'2019/12/17 17:18:10:584',8,102,88,49,935,932,1,792,?,?,?,?,?,?,?
501,'2019/12/17 17:18:10:685',8,103,88,49,935,932,1,793,?,?,?,?,?,?,?
502,'2019/12/17 17:18:10:787',8,110,90,48,935,932,1,792,?,?,?,?,?,?,?
503,'2019/12/17 17:18:10:888',8,120,86,48,935,931,1,792,?,?,?,?,?,?,?
504,'2019/12/17 17:18:10:989',8,133,84,49,935,931,1,792,?,?,?,?,?,?,?
505,'2019/12/17 17:18:11:090',8,140,83,49,935,931,1,792,?,?,?,?,?,?,?
506,'2019/12/17 17:18:11:192',8,144,78,49,935,932,1,792,?,?,?,?,?,?,?
507,'2019/12/17 17:18:11:294',8,147,76,49,935,931,1,791,?,?,?,?,?,?,?
508,'2019/12/17 17:18:11:396',8,151,82,49,935,931,1,791,?,?,?,?,?,?,?
509,'2019/12/17 17:18:11:497',8,151,86,48,935,931,1,792,?,?,?,?,?,?,?
510,'2019/12/17 17:18:11:599',8,154,90,48,934,931,1,792,?,?,?,?,?,?,?
511,'2019/12/17 17:18:11:701',8,155,93,48,934,931,1,792,?,?,?,?,?,?,?
512,'2019/12/17 17:18:11:802',8,164,92,49,934,931,2,792,?,?,?,?,?,?,?
513,'2019/12/17 17:18:11:903',8,170,93,49,934,931,1,792,?,?,?,?,?,?,?
514,'2019/12/17 17:18:12:005',8,176,95,49,934,931,1,791,?,?,?,?,?,?,?
515,'2019/12/17 17:18:12:107',8,181,91,49,934,931,1,791,?,?,?,?,?,?,?
516,'2019/12/17 17:18:12:209',8,182,92,49,934,931,1,790,?,?,?,?,?,?,?
517,'2019/12/17 17:19:02:068',9,319,30,49,921,939,2,368,?,?,?,?,?,?,?
518,'2019/12/17 17:19:02:170',9,298,30,49,920,939,2,365,?,?,?,?,?,?,?
519,'2019/12/17 17:19:02:271',9,286,30,48,921,939,2,361,?,?,?,?,?,?,?
520,'2019/12/17 17:19:02:372',9,269,30,48,921,940,1,361,?,?,?,?,?,?,?
521,'2019/12/17 17:19:02:474',9,258,30,50,921,940,2,363,?,?,?,?,?,?,?
522,'2019/12/17 17:19:02:576',9,258,30,50,921,940,2,360,?,?,?,?,?,?,?
523,'2019/12/17 17:19:02:677',9,254,30,50,921,940,2,357,?,?,?,?,?,?,?
524,'2019/12/17 17:19:02:778',9,248,30,50,921,940,2,356,?,?,?,?,?,?,?
525,'2019/12/17 17:19:02:880',9,242,31,50,921,940,1,356,?,?,?,?,?,?,?
526,'2019/12/17 17:19:02:982',9,240,30,49,921,940,1,357,?,?,?,?,?,?,?
527,'2019/12/17 17:19:03:083',9,219,30,48,921,941,1,362,?,?,?,?,?,?,?
528,'2019/12/17 17:19:03:185',9,224,30,48,921,941,1,361,?,?,?,?,?,?,?
529,'2019/12/17 17:19:03:287',9,230,31,49,921,941,1,361,?,?,?,?,?,?,?
530,'2019/12/17 17:19:03:389',9,235,30,49,921,941,1,361,?,?,?,?,?,?,?
531,'2019/12/17 17:19:03:490',9,229,30,49,921,941,1,357,?,?,?,?,?,?,?
532,'2019/12/17 17:19:03:592',9,228,30,49,921,941,1,355,?,?,?,?,?,?,?
533,'2019/12/17 17:19:03:694',9,238,30,49,921,941,1,359,?,?,?,?,?,?,?
534,'2019/12/17 17:19:03:795',9,237,30,49,921,941,1,360,?,?,?,?,?,?,?
535,'2019/12/17 17:19:03:897',9,248,30,49,921,941,1,362,?,?,?,?,?,?,?
536,'2019/12/17 17:19:03:998',9,269,30,49,921,941,1,364,?,?,?,?,?,?,?
537,'2019/12/17 17:19:04:099',9,275,30,48,921,941,1,364,?,?,?,?,?,?,?
538,'2019/12/17 17:19:04:200',9,273,30,49,921,941,1,364,?,?,?,?,?,?,?
539,'2019/12/17 17:19:04:302',9,267,30,48,921,941,1,363,?,?,?,?,?,?,?
540,'2019/12/17 17:19:04:404',9,278,30,48,921,940,1,358,?,?,?,?,?,?,?
541,'2019/12/17 17:19:04:506',9,281,30,48,921,940,1,353,?,?,?,?,?,?,?
542,'2019/12/17 17:19:04:607',9,309,30,48,921,941,1,344,?,?,?,?,?,?,?
543,'2019/12/17 17:19:04:708',9,337,30,49,921,940,2,339,?,?,?,?,?,?,?
544,'2019/12/17 17:19:04:810',9,369,30,49,921,940,1,338,?,?,?,?,?,?,?
545,'2019/12/17 17:19:04:911',9,369,30,49,921,940,1,333,?,?,?,?,?,?,?
546,'2019/12/17 17:19:05:012',9,368,30,49,921,940,1,340,?,?,?,?,?,?,?
547,'2019/12/17 17:19:05:114',9,370,30,49,921,940,1,347,?,?,?,?,?,?,?
548,'2019/12/17 17:19:05:216',9,375,30,48,921,940,1,354,?,?,?,?,?,?,?
549,'2019/12/17 17:19:05:317',9,373,30,48,921,939,1,352,?,?,?,?,?,?,?
550,'2019/12/17 17:19:05:419',9,378,30,48,921,939,1,353,?,?,?,?,?,?,?
551,'2019/12/17 17:19:05:521',9,380,30,50,921,939,1,350,?,?,?,?,?,?,?
552,'2019/12/17 17:19:05:622',9,372,30,49,921,939,1,341,?,?,?,?,?,?,?
553,'2019/12/17 17:19:05:724',9,369,30,49,921,939,1,334,?,?,?,?,?,?,?
554,'2019/12/17 17:19:05:826',9,337,30,49,921,939,1,336,?,?,?,?,?,?,?
555,'2019/12/17 17:19:05:928',9,335,30,49,921,939,1,330,?,?,?,?,?,?,?
556,'2019/12/17 17:19:06:029',9,317,30,48,921,939,2,325,?,?,?,?,?,?,?
